20403317151
0,0.950187
1,0.950187
2,0.950187
3,0.950187
4,0.950187
5,0.950187
6,0.950187
7,0.950187
8,0.950187
9,0.950187
10,0.950187
11,0.950187
12,0.950187
13,0.950187
14,0.950187
15,0.950187
16,0.950187
17,0.950187
18,0.950187
19,0.950187
20,0.950187
21,0.950187
22,0.950187
23,0.950187
24,0.950187
25,0.950187
26,0.950187
27,0.950187
28,0.950187
29,0.950187
30,0.950187
31,0.950187
32,0.950187
33,0.950187
34,0.950187
35,0.950187
36,0.950187
37,0.950187
38,0.950187
39,0.950187
40,0.950187
41,0.950187
42,0.950187
43,0.950187
44,0.950187
45,0.950187
46,0.950187
47,0.950187
48,0.950187
49,0.950187
50,0.950187
51,0.950187
52,0.950187
53,0.950187
54,0.950187
55,0.950187
56,0.950187
57,0.950187
58,0.950187
59,0.950187
60,0.950187
61,0.950187
62,0.950187
63,0.950187
64,0.950187
65,0.950187
66,0.950187
67,0.950187
68,0.950187
69,0.950187
70,0.950187
71,0.950187
72,0.950187
73,0.950187
74,0.950187
75,0.950187
76,0.950187
77,0.950187
78,0.950187
79,0.950187
80,0.950187
81,0.950187
82,0.950187
83,0.950187
84,0.950187
85,0.950187
86,0.950187
87,0.950187
88,0.950187
89,0.950187
90,0.950187
91,0.950187
92,0.950187
93,0.950187
94,0.950187
95,0.950187
96,0.950187
97,0.950187
98,0.950187
99,0.950187
100,0.950187
101,0.950187
102,0.950187
103,0.950187
104,0.950187
105,0.950187
106,0.950187
107,0.950187
108,0.950187
109,0.950187
110,0.950187
111,0.950187
112,0.950187
113,0.950187
114,0.950187
115,0.950187
116,0.950187
117,0.950187
118,0.950187
119,0.950187
120,0.950187
121,0.950187
122,0.950187
123,0.950187
124,0.950187
125,0.950187
126,0.950187
127,0.950187
128,0.950187
129,0.950187
130,0.950187
131,0.950187
132,0.950187
133,0.950187
134,0.950187
135,0.950187
136,0.950187
137,0.950187
138,0.950187
139,0.950187
140,0.950187
141,0.950187
142,0.950187
143,0.950187
144,0.950187
145,0.950187
146,0.950187
147,0.950187
148,0.950187
149,0.950187
150,0.950187
151,0.950187
152,0.950187
153,0.950187
154,0.950187
155,0.950187
156,0.950187
157,0.950187
158,0.950187
159,0.950187
160,0.950187
161,0.950187
162,0.950187
163,0.950187
164,0.950187
165,0.950187
166,0.950187
167,0.950187
168,0.950187
169,0.950187
170,0.950187
171,0.950187
172,0.950187
173,0.950187
174,0.950187
175,0.950187
176,0.950187
177,0.950187
178,0.950187
179,0.950187
180,0.950187
181,0.950187
182,0.950187
183,0.950187
184,0.950187
185,0.950187
186,0.950187
187,0.950187
188,0.950187
189,0.950187
190,0.950187
191,0.950187
192,0.950187
193,0.950187
194,0.950187
195,0.950187
196,0.950187
197,0.950187
198,0.950187
199,0.950187
200,0.950187
201,0.950187
202,0.950187
203,0.950187
204,0.950187
205,0.950187
206,0.950187
207,0.950187
208,0.950187
209,0.950187
210,0.950187
211,0.950187
212,0.950187
213,0.950187
214,0.950187
215,0.950187
216,0.950187
217,0.950187
218,0.950187
219,0.950187
220,0.950187
221,0.950187
222,0.950187
223,0.950187
224,0.950187
225,0.950187
226,0.950187
227,0.950187
228,0.950187
229,0.950187
230,0.950187
231,0.950187
232,0.950187
233,0.950187
234,0.950187
235,0.950187
236,0.950187
237,0.950187
238,0.950187
239,0.950187
240,0.950187
241,0.950187
242,0.950187
243,0.950187
244,0.950187
245,0.950187
246,0.950187
247,0.950187
248,0.950187
249,0.950187
250,0.950187
251,0.950187
252,0.950187
253,0.950187
254,0.950187
255,0.950187
256,0.950187
257,0.950187
258,0.950187
259,0.950187
260,0.950187
261,0.950187
262,0.950187
263,0.950187
264,0.950187
265,0.950187
266,0.950187
267,0.950187
268,0.950187
269,0.950187
270,0.950187
271,0.950187
272,0.950187
273,0.950187
274,0.950187
275,0.950187
276,0.950187
277,0.950187
278,0.950187
279,0.950187
280,0.950187
281,0.950187
282,0.950187
283,0.950187
284,0.950187
285,0.950187
286,0.950187
287,0.950187
288,0.950187
289,0.950187
290,0.950187
291,0.950187
292,0.950187
293,0.950187
294,0.950187
295,0.950187
296,0.950187
297,0.950187
298,0.950187
299,0.950187
300,0.950187
301,0.950187
302,0.950187
303,0.950187
304,0.950187
305,0.950187
306,0.950187
307,0.950187
308,0.950187
309,0.950187
310,0.950187
311,0.950187
312,0.950187
313,0.950187
314,0.950187
315,0.950187
316,0.950187
317,0.950187
318,0.950187
319,0.950187
320,0.950187
321,0.950187
322,0.950187
323,0.950187
324,0.950187
325,0.950187
326,0.950187
327,0.950187
328,0.950187
329,0.950187
330,0.950187
331,0.950187
332,0.950187
333,0.950187
334,0.950187
335,0.950187
336,0.950187
337,0.950187
338,0.950187
339,0.950187
340,0.950187
341,0.950187
342,0.950187
343,0.950187
344,0.950187
345,0.950187
346,0.950187
347,0.950187
348,0.950187
349,0.950187
350,0.950187
351,0.950187
352,0.950187
353,0.950187
354,0.950187
355,0.950187
356,0.950187
357,0.950187
358,0.950187
359,0.950187
360,0.950187
361,0.950187
362,0.950187
363,0.950187
364,0.950187
365,0.950187
366,0.950187
367,0.950187
368,0.950187
369,0.950187
370,0.950187
371,0.950187
372,0.950187
373,0.950187
374,0.950187
375,0.950187
376,0.950187
377,0.950187
378,0.950187
379,0.950187
380,0.950187
381,0.950187
382,0.950187
383,0.950187
